path,type,size_bytes,git_status,sha256,referenced_by_count,referenced_by,likely_role,classification,proposed_action,confidence,notes
paper experiment results/ledger_growth.pdf,file,18217,tracked-clean,aa451dabf59100a42f1377c630a33ef8e29818faaed894a71301eb9b17f58590,1,paper experiment results/plot_ledger_growth.py,SEAL-era five-organization latency/ledger-growth study,historical-evidence,move:trashy/obsolete/seal-era/,medium,Evidence for the predecessor paper; not used by the DIAS manuscript.
paper experiment results/ledger_growth.png,file,154562,tracked-clean,6aa2fc6c7e7450ce5c101fe31e79c8348a31a7b4ed4f007d75ce0cbf99169643,1,paper experiment results/plot_ledger_growth.py,SEAL-era five-organization latency/ledger-growth study,historical-evidence,move:trashy/obsolete/seal-era/,medium,Evidence for the predecessor paper; not used by the DIAS manuscript.
paper experiment results/loadtest.js,file,10250,tracked-clean,8412c33d43c0a547c1cba2cc91f51259837c24eab6c5acbd2f0f78983c894088,1,paper experiment results/README.md,SEAL-era five-organization latency/ledger-growth study,historical-evidence,move:trashy/obsolete/seal-era/,medium,Evidence for the predecessor paper; not used by the DIAS manuscript.
paper experiment results/plot_ledger_growth.py,file,5921,tracked-clean,3484e04781f1da809fad147d7b744975df95cea0187f174c1005fc9928631936,0,,SEAL-era five-organization latency/ledger-growth study,historical-evidence,move:trashy/obsolete/seal-era/,medium,Evidence for the predecessor paper; not used by the DIAS manuscript.
paper experiment results/plot_results.py,file,5200,tracked-clean,495e27c24e2d5e43099ec4a0eead37b9a07c8af2c75974f1b473fbd863ae5cb1,2,paper experiment results/README.md; results/plots/README.md,SEAL-era five-organization latency/ledger-growth study,historical-evidence,move:trashy/obsolete/seal-era/,medium,Evidence for the predecessor paper; not used by the DIAS manuscript.
paper experiment results/staged-couchdb-indexes/indexcaseId.json,file,122,tracked-clean,32529f867fd56e8b0e53cabd57373cc7a4ab7af3dbbfff3a5a2f21dce2856530,0,,SEAL-era five-organization latency/ledger-growth study,historical-evidence,move:trashy/obsolete/seal-era/,medium,Evidence for the predecessor paper; not used by the DIAS manuscript.
paper experiment results/staged-couchdb-indexes/indexjurisdiction.json,file,140,tracked-clean,7d9b4d91d607a79afd6725d7104110bbadf06250d253bfbe62aab46e561a39c2,0,,SEAL-era five-organization latency/ledger-growth study,historical-evidence,move:trashy/obsolete/seal-era/,medium,Evidence for the predecessor paper; not used by the DIAS manuscript.
paper experiment results/staged-couchdb-indexes/indexowningStation.json,file,143,tracked-clean,b9d6c6415dd0ba43aacfb07f09560ea9814c50a05e8aabec9ad11df27436f8c0,0,,SEAL-era five-organization latency/ledger-growth study,historical-evidence,move:trashy/obsolete/seal-era/,medium,Evidence for the predecessor paper; not used by the DIAS manuscript.
paper experiment results/staged-couchdb-indexes/indexrecordType.json,file,134,tracked-clean,317db245b1e0aef9ca4da477217ecf77198bb6b64ad2b3c54dd90dd1ab22ab14,0,,SEAL-era five-organization latency/ledger-growth study,historical-evidence,move:trashy/obsolete/seal-era/,medium,Evidence for the predecessor paper; not used by the DIAS manuscript.
paper experiment results/staged-couchdb-indexes/indexsensitivityLevel.json,file,152,tracked-clean,780fa6b52ee73d307fd7683eac79021fae66395453906659b547897bdd6a6de6,0,,SEAL-era five-organization latency/ledger-growth study,historical-evidence,move:trashy/obsolete/seal-era/,medium,Evidence for the predecessor paper; not used by the DIAS manuscript.
paper experiment results/verification_report.txt,file,5988,tracked-clean,9b95a40d83803a34689751472efc10d5f6a29340b8aaabab375f3c608f4efd92,1,paper experiment results/verify_experiment.sh,SEAL-era five-organization latency/ledger-growth study,historical-evidence,move:trashy/obsolete/seal-era/,medium,Evidence for the predecessor paper; not used by the DIAS manuscript.
paper experiment results/verify_experiment.sh,file,7560,tracked-clean,55d3970f564193bc916a19a4910fc8ebaa875edf1b747a313cc0ef4b3f90a092,0,,SEAL-era five-organization latency/ledger-growth study,historical-evidence,move:trashy/obsolete/seal-era/,medium,Evidence for the predecessor paper; not used by the DIAS manuscript.
paper-tests/.DS_Store,file,6148,ignored,a6cb2e5f350c82d3d696d29b06e819bbfbbcba4eb5ddb693f067d5b9b3f3f12f,0,,macOS Finder metadata,generated-cache,keep-ignored,high,Recreated by Finder; ignored. Not moved because Finder rewrites it immediately.
paper-tests/01-model-context.js,file,14138,tracked-clean,e1a678ad8e0134c628bd8403b6bc4a00d044d4d8c7d427d8be4ed16c1030cf69,2,paper-tests/README.md; paper-tests/run-all.js,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/02-safety-xai.js,file,18726,tracked-clean,7891c01766d99cfcd5df194a6b895a2b8f2b234b2c8077eb7245aa27a98c975d,2,paper-tests/README.md; paper-tests/run-all.js,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/03-security-e2e-reliability.js,file,29101,tracked-clean,c5a26667b43fac47b7adb915a48d0b7e3fe310f6323b6c87d4cd3918764c9ad5,2,paper-tests/README.md; paper-tests/run-all.js,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/04-performance.js,file,17011,tracked-clean,8698d3c3badb9fecb6a7b26546f909d6fb0110f3a84d7fe3fbbbf9d361026c2a,2,paper-tests/README.md; paper-tests/run-all.js,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/README.md,file,5935,tracked-clean,f063e1d0eebedad70f6403da1b1dff4b3fbe8b3627333d687cd7b4b829316cec,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/common.js,file,14400,tracked-clean,28f27ceb1d16a366924670047b2c6578ee33d9a6500756cb483627633cf0d984,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/figures/make_01_02.py,file,17779,tracked-clean,60a4236227520c805643cd0d160d609a188361933a34b175aa9d132e495f8878,1,paper-tests/figures/make_all.sh,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/figures/make_03_04.py,file,26617,tracked-clean,6b14406d0077403abfcb88acc4219a5939be88a5cab9dc899b065edda30a5cda,1,paper-tests/figures/make_all.sh,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/figures/make_ablation_analysis.py,file,12988,tracked-clean,0b7a014bb9f620fa4893699bf43426e9c78b9a4931f473180d771748107c91a7,2,paper-tests/figures/make_01_02.py; paper-tests/figures/make_all.sh,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/figures/make_all.sh,file,1284,tracked-clean,cc61c0a16081de38ab1e70e013057a191a2cc66a00b8f1d86dfbd3243f92dd63,2,paper-tests/figures/make_docs.py; paper-tests/results/paper/FIGURE_TABLE_MAP.md,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/figures/make_docs.py,file,13504,tracked-clean,95d06d992048b9ae613f2d0b8f3445394d98a7dfaf015c9f17b385df2f2c5c9c,1,paper-tests/figures/make_all.sh,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/figures/make_limitations.py,file,11521,tracked-clean,b5bfa8649ee2d33fa48b327100e863aa6a872ce47515e22d7a6e088be6909977,1,paper-tests/figures/make_all.sh,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/figures/make_results_text.py,file,29801,tracked-clean,44bbe0df4f81983b9537542354d17d4409278b70651c3fb4df9bfb6eb41049a7,2,paper-tests/figures/make_all.sh; paper-tests/results/paper/results.tex,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/figures/make_stats.py,file,8466,tracked-clean,84ef43935fd55d316f44ffbd1aa55b429e75f950fa0a968b0033531dedb2eb29,1,paper-tests/figures/make_all.sh,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/figures/style.py,file,4202,tracked-clean,3efbf593e99f275a78f68172ebb636fa6428308a5e74fc0c5690bd1887539c83,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/01-model-context.csv,file,851,tracked-clean,4404db67dd790bf941b4050c79c0471685cd075f8b43bbacb752debdde5b1964,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/01-model-context.json,file,40690,tracked-clean,0a181f5dcf8bfb9051a9ca5c3012dda547c1d1173dee1cd80fd9cb89d03d5f89,7,paper-tests/figures/make_01_02.py; paper-tests/figures/make_docs.py; paper-tests/figures/make_limitations.py; paper-tests/figures/make_results_text.py; paper-tests/figures/make_stats.py; paper-tests/results/paper/EXPERIMENTAL_SETUP.md (+1 more),SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/02-safety-xai.csv,file,9214,tracked-clean,f3b47883ee10f9a7ff843f4e6ccd8ab09eb53dd71758bfbc7ddc052e61cef995,1,paper-tests/02-safety-xai.js,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/02-safety-xai.json,file,21610,tracked-clean,d7c5fcad3ed26572d7e5add8f886dc336e0163bada8264e9b9111e1c1dbea6b6,7,paper-tests/02-safety-xai.js; paper-tests/figures/make_01_02.py; paper-tests/figures/make_docs.py; paper-tests/figures/make_limitations.py; paper-tests/figures/make_results_text.py; paper-tests/results/paper/EXPERIMENTAL_SETUP.md (+1 more),SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/03-security-e2e-reliability.csv,file,8288,tracked-clean,9ed81ebf43884f28cf1809064f39a1a6c51b0152b0360e33524faf2e1ca05326,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/03-security-e2e-reliability.json,file,23291,tracked-clean,a43304f7336b28ff24ccdcb5fd04d1d74f692ba78141d79991353d759b4ec110,6,paper-tests/figures/make_03_04.py; paper-tests/figures/make_docs.py; paper-tests/figures/make_limitations.py; paper-tests/figures/make_results_text.py; paper-tests/results/paper/EXPERIMENTAL_SETUP.md; paper-tests/results/paper/FIGURE_TABLE_MAP.md,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/04-performance.csv,file,585,tracked-clean,6086ad7950fae3241f03172c033defd8db0590410b327729445ed571b234ccc3,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/04-performance.json,file,77620,tracked-clean,3f7640fe0d507809b8395e437435d732a6cbd6f0cf85f8c2e7057c49100c9305,6,paper-tests/figures/make_03_04.py; paper-tests/figures/make_docs.py; paper-tests/figures/make_limitations.py; paper-tests/figures/make_results_text.py; paper-tests/results/paper/EXPERIMENTAL_SETUP.md; paper-tests/results/paper/FIGURE_TABLE_MAP.md,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/05-statistics.json,file,4439,tracked-clean,bfd4bcbcaf90f2e3c6eb0930886c9355bc3c5cab8d3590385cf925cb6e4d339c,5,paper-tests/figures/make_docs.py; paper-tests/figures/make_results_text.py; paper-tests/figures/make_stats.py; paper-tests/results/paper/EXPERIMENTAL_SETUP.md; paper-tests/results/paper/FIGURE_TABLE_MAP.md,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/06-ablation-analysis.json,file,3355,tracked-clean,736b58a22a8f738a5ede1a0d02aaac58430ffdd4cf381e73d553e1687b111916,4,paper-tests/figures/make_ablation_analysis.py; paper-tests/figures/make_docs.py; paper-tests/figures/make_results_text.py; paper-tests/results/paper/FIGURE_TABLE_MAP.md,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/07-latency-attribution.json,file,2022,tracked-clean,396ba8309551e9257f5a45c622f2adab335399aa567cc4b748b9343d8e8ce60c,2,paper-tests/figures/make_03_04.py; paper-tests/figures/make_results_text.py,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/failures/checkpoint-before-skip-20260908T002352Z.json,file,21,tracked-clean,3e4a8e6a1be9a46a68beffe98fb66a9e2208208fd40b9090fe672218e25a4a41,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/failures/exp03-attempt1-20260907T102924Z.log,file,1277,tracked-clean,c4dc2ef209733f97e8ea9bb9a21972c7b59f862449dbd6d6f7817e42c0a3e695,1,paper-tests/results/failures/exp03-failure-summary.json,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/failures/exp03-attempt2-hang-20260907T112737Z.diagnosis.txt,file,1076,tracked-clean,b92a201610166ba1ece5514b4ae76aca6d5781dabb2ad258d0cd7f1a750757ab,1,paper-tests/results/failures/exp03-failure-summary.json,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/failures/exp03-attempt2-hang-20260907T112737Z.log,file,2008,tracked-clean,d18bb9912a881ad892a756e66527bb3c96ac95c1464511387f46c8bf3be235fd,1,paper-tests/results/failures/exp03-failure-summary.json,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/failures/exp03-attempt3-listener-halt-20260908T001006Z.ai-listener.log,file,8205,tracked-clean,a9f4d59ac160f81552a0d156d222c92705f4718a882a77b1fd715ec8d85750f8,1,paper-tests/results/failures/exp03-failure-summary.json,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/failures/exp03-attempt3-listener-halt-20260908T001006Z.diagnosis.txt,file,1749,tracked-clean,de88f1192cf8f5fa3a6a967663a156264cfd3c5afcd7c52a55e35e66a74adf45,1,paper-tests/results/failures/exp03-failure-summary.json,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/failures/exp03-attempt3-listener-halt-20260908T001006Z.log,file,1421,tracked-clean,c22792e67c0c147636300d7083dbcffb7aeb7875fb5473663448e339d2d4697b,1,paper-tests/results/failures/exp03-failure-summary.json,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.; identical content: paper-tests/results/logs/exp03.log
paper-tests/results/failures/exp03-attempt3-listener-halt-20260908T001006Z.stability-run-8.log,file,10714,tracked-clean,1c8217a68c260033b0dfb9c89f6d70a8b1aaa366ed4ca0476785b66394c7cfef,1,paper-tests/results/failures/exp03-failure-summary.json,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/failures/exp03-attempt3-listener-halt-20260908T001006Z.stability-run-9.log,file,12568,tracked-clean,e184ed2229c00880a79c1ecf358f347334bb371f579b80bc48e8e2f9db010058,1,paper-tests/results/failures/exp03-failure-summary.json,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/failures/exp03-failure-summary.json,file,4682,tracked-clean,2bd2a8149a038e7c7bf730677661c42c98112dfa745906d7b9a88659a27eadc7,4,paper-tests/figures/make_docs.py; paper-tests/figures/make_limitations.py; paper-tests/figures/make_results_text.py; paper-tests/results/paper/FIGURE_TABLE_MAP.md,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/failures/exp03-poison-pill-request.json,file,3568,tracked-clean,a847de6eba9867fa004610ce07f789cdb1b3aa7a425dada3b1c589bdd5ef31d5,1,paper-tests/figures/make_limitations.py,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig01_model_effectiveness.pdf,file,19980,tracked-clean,16ae44d174594453a21deea588bd33517975579044c1996c0e2da19d1f749556,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig01_model_effectiveness.png,file,187113,tracked-clean,3402ec44e369c14f23a066ec1825cded902ea78fde6b978bae3f795e526a5589,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig02_subject_context_ablation.pdf,file,22690,tracked-clean,aeb49ce5f43c8d0bef6f16bda39df6a8b0eb998124d5b62f8371884dc06338cc,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig02_subject_context_ablation.png,file,348670,tracked-clean,9e23a874fbc8d9364e7b7aa17ca6dff68113ed6f089887a95aaf91fb071838e5,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig03_v6_confusion_matrix.pdf,file,22491,tracked-clean,a7567b678a71bf76acad34c131aa3c69179f8f4cd93fd5e504e23e4b05fcc6d3,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig03_v6_confusion_matrix.png,file,162618,tracked-clean,d8b7ec2fd89b0672558b022370ebd671526887122e66e5381f270384aa97802b,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig04_validator_safety.pdf,file,18562,tracked-clean,6dffa2278888f50244156cdf9e8090174e18015e7494006940c0ab0496dcc1a7,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig04_validator_safety.png,file,218622,tracked-clean,f4e638e9d36bb4670f64aa72c2ac6bd2e20397c94d796a64db54f86372947349,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig05_e2e_workflow.pdf,file,16573,tracked-clean,4d5d9ade88e9664b513fce5d7a648a464a043b063c0e3b14d330a9f0696566e2,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig05_e2e_workflow.png,file,147540,tracked-clean,edc0d6ecd0de5d2fe9963f1d1ff1e887052f5bc8139d38621ab1e2f896e77854,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig06_security_tamper.pdf,file,18819,tracked-clean,c2b4cef9b3ff6326f11dcd8fc821348493b49481ddf1066b8cb08cd550f8b549,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig06_security_tamper.png,file,296998,tracked-clean,09e900ad8b4aa850f1517ae85c0463bce1f1b3d34425f963743e8a1e16cd10ca,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig07_reliability.pdf,file,18945,tracked-clean,8baf40b7a1c77d9d4dbe46ea8bcf08d85b1c04658f0966defb3a2e63e97d376f,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig07_reliability.png,file,198650,tracked-clean,4804a4386e9462934b08dc1457ba9ddfa3922ff69d5eddd2288a18dc4f0d4cad,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig08_latency_decomposition.pdf,file,21691,tracked-clean,36e16566c6ec8d1c80988d753567371899bc5a4dc2d82f3fd5b12ebe002db962,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig08_latency_decomposition.png,file,297733,tracked-clean,fa9c33f991960a4c69c0cbf4162aba85cd18dc374eb48cb3e496b42e89ee4a74,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig09_concurrency.pdf,file,18431,tracked-clean,acc606a982fdb0fc4672770b7ba123a052809274a207fdb40dfd08c75797ff85,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig09_concurrency.png,file,196211,tracked-clean,e261d569d80fceacaf4a728e5ca689800844ef98da829c89c3f84ca079875906,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig10_latency_distribution.pdf,file,21117,tracked-clean,8c85b435e56bdf9fd2620a8c5dfa4a9d97896a743808dfd8fa59c0955e0e3d00,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/figures/fig10_latency_distribution.png,file,222747,tracked-clean,a50f782918f2c4e4377bc04f4709cedf080d3065aa0acf722555f503f9fa10f7,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/logs/exp03-final.log,file,2567,tracked-clean,ec83cddea16acb8b79e524c0b377f683a415267e2895b2fbe410ec93c263463b,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/logs/exp03.log,file,1421,tracked-clean,c22792e67c0c147636300d7083dbcffb7aeb7875fb5473663448e339d2d4697b,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.; identical content: paper-tests/results/failures/exp03-attempt3-listener-halt-20260908T001006Z.log
paper-tests/results/logs/exp04.log,file,1401,tracked-clean,30fe2a450dcba04088a322d17033143582aa5d823047757ecbf06ff8b762e32f,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/paper/EXPERIMENTAL_SETUP.md,file,4711,tracked-clean,83d75ff5ce063852184226810528aa001fc2362794578870a94457f81ac8d107,1,paper-tests/figures/make_docs.py,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/paper/FIGURE_TABLE_MAP.md,file,5077,tracked-clean,2fd55d7c54b792b5443848389435241677f93eac340ca517603ee165db2abaae,1,paper-tests/figures/make_docs.py,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/paper/LIMITATIONS.md,file,6648,tracked-clean,14db719f733be812eb7fa0258568c67176e47ce458c288cb9a10b45326ecaf24,1,paper-tests/figures/make_limitations.py,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/paper/RESULTS_DRAFT.md,file,15984,tracked-clean,77e342054d32e86237b751d61d91e978f843739b0a8cc050176231e792a6925b,1,paper-tests/figures/make_results_text.py,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/paper/results.tex,file,16103,tracked-clean,df205ff9cbcf7c9ac6b1b6a54b6e259007a2ffef220471c0491541d4ce805430,1,paper-tests/figures/make_results_text.py,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/raw/final-e2e-1788776902269.json,file,11013,tracked-clean,ddd80a8f09ff6a97f4e4b582d83e92f05c76a471b382bf972e0aef0d539373d6,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/raw/final-e2e-1788777185286.json,file,11013,tracked-clean,4a84dcc4e21ba87834198e7b441695009995f7da86ed44a1d62e9cb4ea27e628,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/raw/final-e2e-1788780585220.json,file,11013,tracked-clean,7306f43c7265492e30dbe8b1d8ef7994f39b3d0b7eb6a4b0bab04fc6a6a9124b,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/raw/final-e2e-1788827131023.json,file,11013,tracked-clean,b9148bfa74c1697f8c6a7c13bf886d5b414d2bb6b444765c5896e8cd9aed00c6,1,paper-tests/results/03-security-e2e-reliability.json,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/raw/negative-results.json,file,3154,tracked-clean,40713174e3872be9f710fa0cede5ee476bbb08584e62e32fe4b92985f41ecfb1,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.; identical content: experiments/seal-eval/negative-results.json
paper-tests/results/raw/stability-run-1.log,file,8144,tracked-clean,ce2a60a65df3fbad14c24adb03b556fc1018b37b2d69b5fb39bcd8480c60845c,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/raw/stability-run-10.log,file,8144,tracked-clean,2d946f4b3f3c41a04e4f685f981aa7b7d4565e7b5162d4515990fe81b79f610e,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/raw/stability-run-2.log,file,8144,tracked-clean,c6bf862cdec773532417c7e038f42bc367b381dbfad149a9ea8b496f7e3d7288,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/raw/stability-run-3.log,file,8151,tracked-clean,d6b494ddfcb0e4b2f2164e92cab1c9d026c348e9b907ce978e1e40c3173ac3aa,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/raw/stability-run-4.log,file,8151,tracked-clean,76c46aaee3f827dc671de69e2532e72371b2253721e96bf8174c5578c180a4a5,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/raw/stability-run-5.log,file,8144,tracked-clean,cf51eba12bc3cb005475c617393530a75e7e0d6b964644e6f4c0494afa5b5f49,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/raw/stability-run-6.log,file,8144,tracked-clean,ba74ed27156ab9e748bc34f4f59a129bca07ab32dc87c1761403368293dc5dec,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/raw/stability-run-7.log,file,8144,tracked-clean,9fe8a6418e7d2338d6fd053ecf69b375348e9f872050e9d0abfd1d5f2685ef8f,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/raw/stability-run-8.log,file,8137,tracked-clean,f3b47b20130656cf62726eb76178aa88ddef640333f99a41380d6d0ae845e8c1,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
paper-tests/results/raw/stability-run-9.log,file,8151,tracked-clean,70286c6284a7b31302f868172cc09a613613881b4ff4db8faff480ee1c864b77,0,,SEAL paper experiment harness and results,historical-evidence,keep,medium,Frozen SEAL configuration; not DIAS evidence.
